	Id	Predicted category
1634	8103	Business
1635	8106	Business
1636	8107	Business
1637	8112	Business
1638	8113	Business
1639	8120	Business
1640	8121	Film
1641	8125	Business
1642	8134	Football
1643	8140	Politics
1644	8141	Technology
1645	8142	Politics
1646	8144	Business
1647	8145	Business
1648	8149	Politics
1649	8152	Football
1650	8154	Business
1651	8156	Film
1652	8158	Business
1653	8160	Football
1654	8165	Film
1655	8171	Politics
1656	8175	Business
1657	8176	Business
1658	8178	Politics
1659	8179	Business
1660	8181	Football
1661	8183	Film
1662	8185	Football
1663	8188	Technology
1664	8194	Business
1665	8199	Business
1666	8205	Film
1667	8208	Business
1668	8209	Football
1669	8211	Film
1670	8212	Business
1671	8216	Technology
1672	8224	Film
1673	8228	Technology
1674	8231	Technology
1675	8234	Technology
1676	8236	Technology
1677	8241	Football
1678	8246	Football
1679	8250	Technology
1680	8262	Business
1681	8268	Film
1682	8272	Politics
1683	8276	Business
1684	8277	Business
1685	8284	Business
1686	8287	Film
1687	8295	Film
1688	8301	Business
1689	8332	Film
1690	8338	Football
1691	8346	Business
1692	8347	Business
1693	8348	Politics
1694	8359	Technology
1695	8360	Film
1696	8361	Football
1697	8367	Football
1698	8368	Film
1699	8372	Football
1700	8377	Technology
1701	8380	Technology
1702	8385	Film
1703	8387	Film
1704	8401	Technology
1705	8405	Football
1706	8408	Film
1707	8415	Business
1708	8417	Football
1709	8421	Business
1710	8429	Business
1711	8438	Business
1712	8447	Football
1713	8448	Business
1714	8454	Politics
1715	8464	Politics
1716	8467	Business
1717	8468	Politics
1718	8479	Politics
1719	8482	Business
1720	8483	Film
1721	8484	Football
1722	8486	Film
1723	8511	Politics
1724	8515	Technology
1725	8537	Business
1726	8559	Film
1727	8563	Politics
1728	8575	Business
1729	8577	Film
1730	8580	Technology
1731	8581	Politics
1732	8582	Film
1733	8583	Business
1734	8590	Business
1735	8595	Business
1736	8597	Film
1737	8599	Technology
1738	8611	Politics
1739	8614	Business
1740	8615	Football
1741	8620	Business
1742	8622	Film
1743	8624	Technology
1744	8625	Film
1745	8626	Business
1746	8628	Business
1747	8639	Film
1748	8650	Technology
1749	8651	Technology
1750	8656	Film
1751	8659	Technology
1752	8660	Technology
1753	8669	Technology
1754	8677	Business
1755	8697	Business
1756	8705	Politics
1757	8709	Football
1758	8711	Business
1759	8713	Technology
1760	8715	Film
1761	8724	Business
1762	8728	Film
1763	8730	Film
1764	8731	Technology
1765	8733	Technology
1766	8739	Business
1767	8743	Business
1768	8751	Technology
1769	8752	Business
1770	8753	Business
1771	8755	Business
1772	8759	Technology
1773	8760	Politics
1774	8766	Technology
1775	8768	Business
1776	8775	Technology
1777	8779	Business
1778	8798	Football
1779	8800	Politics
1780	8801	Football
1781	8803	Football
1782	8810	Politics
1783	8812	Politics
1784	8813	Business
1785	8814	Business
1786	8818	Business
1787	8821	Film
1788	8825	Football
1789	8826	Technology
1790	8828	Business
1791	8831	Film
1792	8832	Business
1793	8835	Football
1794	8840	Business
1795	8857	Film
1796	8860	Film
1797	8865	Business
1798	8872	Technology
1799	8877	Film
1800	8885	Football
1801	8888	Football
1802	8891	Business
1803	8903	Business
1804	8904	Technology
1805	8906	Football
1806	8918	Football
1807	8931	Football
1808	8932	Business
1809	8938	Technology
1810	8941	Business
1811	8946	Football
1812	8948	Football
1813	8950	Football
1814	8951	Football
1815	8952	Football
1816	8956	Business
1817	8960	Business
1818	8964	Film
1819	8972	Technology
1820	8978	Film
1821	8982	Business
1822	8983	Film
1823	8990	Film
1824	8991	Business
1825	9001	Politics
1826	9010	Film
1827	9014	Business
1828	9019	Business
1829	9032	Business
1830	9047	Film
1831	9058	Business
1832	9060	Film
1833	9066	Film
1834	9083	Business
1835	9086	Politics
1836	9097	Film
1837	9099	Football
1838	9100	Business
1839	9110	Politics
1840	9114	Business
1841	9134	Technology
1842	9140	Business
1843	9145	Business
1844	9146	Film
1845	9152	Film
1846	9159	Business
1847	9173	Technology
1848	9175	Politics
1849	9180	Film
1850	9181	Technology
1851	9186	Film
1852	9188	Film
1853	9200	Film
1854	9202	Business
1855	9208	Football
1856	9213	Film
1857	9216	Film
1858	9220	Technology
1859	9224	Business
1860	9232	Film
1861	9235	Film
1862	9238	Film
1863	9244	Film
1864	9254	Football
1865	9257	Film
1866	9264	Politics
1867	9274	Film
1868	9283	Business
1869	9284	Business
1870	9287	Business
1871	9288	Football
1872	9292	Film
1873	9293	Film
1874	9294	Business
1875	9296	Business
1876	9297	Technology
1877	9307	Film
1878	9308	Film
1879	9310	Business
1880	9317	Business
1881	9318	Technology
1882	9319	Business
1883	9325	Film
1884	9333	Football
1885	9334	Technology
1886	9336	Business
1887	9341	Business
1888	9345	Politics
1889	9347	Football
1890	9359	Business
1891	9360	Politics
1892	9361	Technology
1893	9364	Technology
1894	9368	Football
1895	9380	Politics
1896	9385	Film
1897	9389	Technology
1898	9391	Film
1899	9395	Film
1900	9397	Film
1901	9420	Film
1902	9424	Football
1903	9426	Business
1904	9432	Football
1905	9433	Business
1906	9437	Film
1907	9438	Business
1908	9445	Film
1909	9491	Technology
1910	9494	Film
1911	9495	Technology
1912	9519	Film
1913	9523	Film
1914	9525	Business
1915	9528	Film
1916	9531	Football
1917	9543	Film
1918	9545	Business
1919	9546	Business
1920	9550	Technology
1921	9567	Politics
1922	9572	Politics
1923	9580	Politics
1924	9582	Technology
1925	9583	Technology
1926	9584	Business
1927	9587	Football
1928	9593	Film
1929	9594	Politics
1930	9595	Politics
1931	9596	Politics
1932	9609	Politics
1933	9611	Politics
1934	9612	Film
1935	9616	Film
1936	9621	Politics
1937	9622	Business
1938	9624	Film
1939	9629	Film
1940	9634	Politics
1941	9639	Business
1942	9647	Film
1943	9648	Football
1944	9649	Technology
1945	9652	Film
1946	9656	Football
1947	9658	Football
1948	9662	Football
1949	9677	Politics
1950	9679	Politics
1951	9682	Film
1952	9685	Technology
1953	9697	Technology
1954	9703	Football
1955	9713	Football
1956	9725	Politics
1957	9732	Business
1958	9759	Politics
1959	9774	Technology
1960	9775	Business
1961	9779	Film
1962	9781	Film
1963	9782	Technology
1964	9795	Film
1965	9804	Technology
1966	9806	Film
1967	9817	Technology
1968	9820	Film
1969	9823	Business
1970	9830	Politics
1971	9843	Business
1972	9846	Business
1973	9850	Technology
1974	9855	Technology
1975	9859	Business
1976	9869	Technology
1977	9887	Football
1978	9890	Business
1979	9892	Business
1980	9899	Technology
1981	9902	Football
1982	9903	Business
1983	9905	Business
1984	9915	Technology
1985	9918	Film
1986	9921	Politics
1987	9931	Football
1988	9940	Technology
1989	9942	Film
1990	9945	Business
1991	9949	Business
1992	9950	Politics
1993	9957	Business
1994	9958	Business
1995	9961	Technology
1996	9987	Business
1997	9991	Business
1998	9994	Business
1999	9997	Film
2000	10005	Business
2001	10008	Business
2002	10009	Business
2003	10010	Business
2004	10012	Business
2005	10016	Business
2006	10017	Business
2007	10041	Business
2008	10042	Politics
2009	10051	Film
2010	10061	Film
2011	10065	Business
2012	10068	Film
2013	10078	Film
2014	10081	Film
2015	10094	Film
2016	10095	Film
2017	10100	Film
2018	10109	Football
2019	10113	Film
2020	10117	Film
2021	10118	Film
2022	10123	Politics
2023	10129	Politics
2024	10133	Film
2025	10147	Film
2026	10149	Politics
2027	10152	Business
2028	10157	Film
2029	10161	Film
2030	10169	Football
2031	10175	Business
2032	10177	Politics
2033	10186	Film
2034	10191	Football
2035	10203	Football
2036	10207	Football
2037	10208	Football
2038	10214	Politics
2039	10215	Business
2040	10216	Business
2041	10221	Politics
2042	10232	Politics
2043	10236	Business
2044	10237	Business
2045	10244	Business
2046	10262	Politics
2047	10263	Football
2048	10268	Politics
2049	10269	Film
2050	10270	Business
2051	10272	Football
2052	10279	Business
2053	10286	Football
2054	10288	Business
2055	10290	Film
2056	10291	Business
2057	10293	Football
2058	10294	Politics
2059	10296	Film
2060	10306	Business
2061	10309	Film
2062	10310	Film
2063	10311	Technology
2064	10315	Football
2065	10316	Football
2066	10327	Film
2067	10329	Football
2068	10334	Football
2069	10336	Technology
2070	10337	Business
2071	10344	Business
2072	10355	Business
2073	10366	Business
2074	10378	Politics
2075	10383	Business
2076	10389	Football
2077	10391	Technology
2078	10392	Politics
2079	10399	Football
2080	10407	Business
2081	10412	Politics
2082	10422	Politics
2083	10427	Film
2084	10429	Politics
2085	10432	Business
2086	10440	Business
2087	10443	Football
2088	10444	Football
2089	10448	Film
2090	10453	Business
2091	10460	Technology
2092	10462	Politics
2093	10463	Film
2094	10464	Business
2095	10466	Film
2096	10471	Film
2097	10474	Football
2098	10480	Football
2099	10481	Politics
2100	10483	Football
2101	10486	Football
2102	10494	Technology
2103	10496	Film
2104	10497	Technology
2105	10510	Business
2106	10516	Business
2107	10520	Business
2108	10524	Business
2109	10535	Football
2110	10538	Film
2111	10540	Business
2112	10545	Business
2113	10546	Football
2114	10547	Football
2115	10552	Politics
2116	10575	Film
2117	10579	Film
2118	10587	Business
2119	10588	Football
2120	10593	Football
2121	10597	Football
2122	10598	Technology
2123	10617	Technology
2124	10628	Business
2125	10629	Football
2126	10633	Business
2127	10635	Politics
2128	10638	Business
2129	10644	Film
2130	10645	Business
2131	10657	Business
2132	10669	Business
2133	10670	Film
2134	10671	Football
2135	10674	Football
2136	10694	Business
2137	10697	Business
2138	10698	Business
2139	10701	Business
2140	10702	Film
2141	10705	Business
2142	10706	Technology
2143	10709	Film
2144	10713	Film
2145	10715	Football
2146	10720	Film
2147	10732	Film
2148	10738	Film
2149	10740	Film
2150	10746	Business
2151	10751	Football
2152	10758	Film
2153	10759	Business
2154	10762	Film
2155	10771	Technology
2156	10773	Business
2157	10781	Business
2158	10782	Film
2159	10783	Film
2160	10797	Technology
2161	10799	Business
2162	10803	Film
2163	10806	Film
2164	10813	Film
2165	10819	Film
2166	10825	Business
2167	10831	Business
2168	10834	Politics
2169	10837	Business
2170	10844	Technology
2171	10854	Film
2172	10856	Business
2173	10858	Football
2174	10861	Business
2175	10867	Technology
2176	10871	Film
2177	10885	Technology
2178	10892	Business
2179	10899	Football
2180	10905	Business
2181	10907	Business
2182	10918	Politics
2183	10920	Film
2184	10926	Business
2185	10929	Technology
2186	10931	Business
2187	10948	Business
2188	10949	Film
2189	10952	Film
2190	10954	Football
2191	10956	Politics
2192	10962	Politics
2193	10970	Technology
2194	10972	Technology
2195	10981	Football
2196	10987	Technology
2197	10999	Politics
2198	11003	Football
2199	11014	Politics
2200	11019	Technology
2201	11026	Film
2202	11033	Business
2203	11036	Business
2204	11037	Business
2205	11039	Business
2206	11041	Business
2207	11042	Politics
2208	11045	Film
2209	11051	Business
2210	11052	Business
2211	11071	Business
2212	11073	Business
2213	11097	Business
2214	11098	Business
2215	11099	Politics
2216	11115	Film
2217	11132	Business
2218	11141	Business
2219	11147	Politics
2220	11152	Business
2221	11154	Business
2222	11169	Business
2223	11170	Business
2224	11180	Film
2225	11181	Business
2226	11185	Business
2227	11188	Film
2228	11190	Business
2229	11192	Business
2230	11203	Football
2231	11204	Business
2232	11210	Business
2233	11216	Business
2234	11218	Business
2235	11221	Business
2236	11230	Business
2237	11231	Business
2238	11237	Business
2239	11252	Business
2240	11257	Film
2241	11259	Business
2242	11266	Business
2243	11270	Business
2244	11271	Business
2245	11273	Business
2246	11278	Business
2247	11290	Business
2248	11297	Film
2249	11302	Football
2250	11307	Business
2251	11308	Business
2252	11315	Business
2253	11316	Business
2254	11319	Business
2255	11320	Business
2256	11331	Business
2257	11335	Business
2258	11336	Business
2259	11344	Business
2260	11354	Film
2261	11356	Film
2262	11359	Business
2263	11386	Business
2264	11387	Business
2265	11395	Business
2266	11397	Technology
2267	11403	Film
2268	11405	Business
2269	11419	Business
2270	11439	Technology
2271	11447	Business
2272	11448	Film
2273	11451	Business
2274	11458	Business
2275	11464	Film
2276	11467	Business
2277	11470	Business
2278	11483	Business
2279	11489	Business
2280	11490	Business
2281	11494	Business
2282	11502	Business
2283	11506	Business
2284	11509	Film
2285	11510	Business
2286	11513	Technology
2287	11515	Football
2288	11520	Business
2289	11526	Technology
2290	11530	Technology
2291	11532	Business
2292	11535	Technology
2293	11554	Football
2294	11560	Business
2295	11565	Technology
2296	11569	Film
2297	11571	Film
2298	11575	Business
2299	11577	Business
2300	11582	Business
2301	11585	Film
2302	11587	Football
2303	11589	Football
2304	11594	Business
2305	11595	Business
2306	11602	Politics
2307	11607	Business
2308	11610	Business
2309	11613	Business
2310	11619	Business
2311	11624	Film
2312	11631	Business
2313	11634	Film
2314	11643	Film
2315	11646	Football
2316	11649	Film
2317	11650	Film
2318	11653	Film
2319	11658	Football
2320	11665	Football
2321	11670	Politics
2322	11674	Film
2323	11678	Technology
2324	11683	Technology
2325	11695	Film
2326	11702	Technology
2327	11708	Business
2328	11710	Film
2329	11715	Film
2330	11723	Technology
2331	11727	Football
2332	11740	Business
2333	11756	Football
2334	11758	Football
2335	11759	Film
2336	11761	Film
2337	11765	Business
2338	11769	Technology
2339	11771	Technology
2340	11779	Football
2341	11785	Business
2342	11795	Business
2343	11796	Film
2344	11802	Film
2345	11804	Business
2346	11814	Politics
2347	11821	Technology
2348	11824	Film
2349	11833	Business
2350	11835	Politics
2351	11845	Film
2352	11852	Film
2353	11859	Football
2354	11867	Film
2355	11869	Football
2356	11876	Technology
2357	11878	Film
2358	11890	Football
2359	11892	Business
2360	11900	Film
2361	11904	Football
2362	11908	Film
2363	11910	Football
2364	11918	Business
2365	11923	Football
2366	11930	Technology
2367	11933	Film
2368	11934	Business
2369	11938	Football
2370	11940	Business
2371	11941	Technology
2372	11943	Film
2373	11944	Technology
2374	11946	Football
2375	11959	Technology
2376	11980	Business
2377	11986	Business
2378	11989	Football
2379	11998	Business
2380	12002	Football
2381	12003	Business
2382	12005	Politics
2383	12017	Football
2384	12030	Film
2385	12035	Football
2386	12036	Business
2387	12038	Politics
2388	12041	Business
2389	12042	Technology
2390	12043	Business
2391	12048	Business
2392	12060	Business
2393	12073	Film
2394	12078	Film
2395	12082	Business
2396	12083	Film
2397	12084	Football
2398	12085	Technology
2399	12100	Politics
2400	12104	Business
2401	12118	Business
2402	12122	Football
2403	12127	Film
2404	12134	Film
2405	12135	Football
2406	12138	Technology
2407	12140	Football
2408	12157	Film
2409	12164	Film
2410	12166	Film
2411	12167	Film
2412	12172	Film
2413	12190	Politics
2414	12197	Film
2415	12202	Technology
2416	12204	Football
2417	12206	Technology
2418	12207	Football
2419	12212	Technology
2420	12213	Film
2421	12215	Politics
2422	12218	Football
2423	12223	Football
2424	12226	Business
2425	12228	Film
2426	12229	Technology
2427	12240	Football
2428	12241	Business
2429	12256	Film
2430	12266	Business
2431	12270	Football
2432	12277	Business
2433	12279	Football
2434	12283	Politics
2435	12284	Football
2436	12286	Business
2437	12295	Business
2438	12307	Business
2439	12320	Business
2440	12321	Football
2441	12322	Business
2442	12326	Politics
2443	12327	Football
2444	12329	Technology
2445	12331	Business
2446	12337	Technology
2447	12338	Business
2448	12342	Film
2449	12343	Football
2450	12350	Football
2451	12374	Film
2452	12376	Film
2453	12378	Film
2454	12384	Film
2455	12387	Football
2456	12388	Football
2457	12389	Technology
2458	12393	Football
2459	12399	Business
2460	12409	Politics
2461	12417	Football
2462	12420	Film
2463	12427	Football
2464	12439	Football
2465	12440	Technology
2466	12448	Football
2467	12458	Football
2468	12466	Football
2469	12470	Business
2470	12476	Business
2471	12491	Football
2472	12495	Business
2473	12502	Film
2474	12507	Technology
2475	12510	Business
2476	12519	Business
2477	12521	Business
2478	12525	Business
2479	12526	Business
2480	12530	Technology
2481	12534	Football
2482	12535	Business
2483	12537	Business
2484	12538	Politics
2485	12539	Film
2486	12543	Football
2487	12545	Football
2488	12549	Politics
2489	12550	Film
2490	12556	Film
2491	12562	Football
2492	12568	Film
2493	12573	Business
2494	12574	Film
2495	12581	Business
2496	12583	Film
2497	12585	Business
2498	12586	Football
2499	12587	Politics
2500	12588	Business
2501	12589	Football
2502	12591	Technology
2503	12597	Film
2504	12599	Business
2505	12600	Film
2506	12602	Football
2507	12603	Film
2508	12625	Business
2509	12630	Business
2510	12665	Technology
2511	12666	Football
2512	12674	Business
2513	12688	Technology
2514	12697	Film
2515	12698	Film
2516	12705	Business
2517	12715	Football
2518	12718	Film
2519	12724	Technology
2520	12734	Technology
2521	12736	Film
2522	12740	Film
2523	12743	Business
2524	12753	Football
2525	12758	Film
2526	12764	Film
2527	12776	Film
2528	12777	Film
2529	12779	Politics
2530	12785	Film
2531	12787	Film
2532	12791	Politics
2533	12793	Film
2534	12796	Politics
2535	12800	Film
2536	12810	Football
2537	12814	Politics
2538	12817	Business
2539	12818	Politics
2540	12820	Film
2541	12824	Politics
2542	12829	Business
2543	12835	Business
2544	12851	Film
2545	12855	Football
2546	12856	Film
2547	12857	Film
2548	12865	Film
2549	12884	Film
2550	12885	Business
2551	12893	Film
2552	12897	Politics
2553	12904	Politics
2554	12909	Football
2555	12913	Business
2556	12916	Film
2557	12920	Film
2558	12922	Film
2559	12934	Film
2560	12940	Film
2561	12947	Business
2562	12950	Film
2563	12952	Football
2564	12960	Film
2565	12962	Politics
2566	12974	Film
2567	12976	Business
2568	12979	Film
2569	13009	Film
2570	13011	Film
2571	13020	Film
2572	13028	Film
2573	13039	Film
2574	13041	Film
2575	13042	Film
2576	13044	Film
2577	13045	Film
2578	13048	Film
2579	13052	Film
2580	13055	Technology
2581	13056	Technology
2582	13057	Football
2583	13058	Business
2584	13077	Film
2585	13086	Film
2586	13091	Football
2587	13095	Film
2588	13096	Film
2589	13109	Football
2590	13111	Film
2591	13112	Film
2592	13120	Film
2593	13122	Film
2594	13132	Technology
2595	13133	Film
2596	13135	Film
2597	13139	Business
2598	13142	Technology
2599	13144	Politics
2600	13148	Technology
2601	13157	Film
2602	13158	Technology
2603	13162	Football
2604	13164	Business
2605	13166	Football
2606	13171	Technology
2607	13173	Technology
2608	13174	Film
2609	13186	Film
2610	13187	Business
2611	13188	Football
2612	13190	Business
2613	13191	Business
2614	13204	Business
2615	13207	Business
2616	13210	Football
2617	13218	Technology
2618	13225	Football
2619	13231	Football
2620	13236	Football
2621	13247	Football
2622	13250	Football
2623	13254	Business
2624	13256	Business
2625	13257	Technology
2626	13262	Technology
2627	13263	Football
2628	13268	Football
2629	13272	Business
2630	13273	Technology
2631	13283	Football
2632	13284	Business
2633	13297	Politics
2634	13299	Film
2635	13304	Football
2636	13307	Business
2637	13309	Film
2638	13313	Football
2639	13316	Technology
2640	13317	Politics
2641	13339	Politics
2642	13349	Football
2643	13352	Football
2644	13357	Politics
2645	13358	Politics
2646	13364	Politics
2647	13371	Film
2648	13381	Film
2649	13394	Football
2650	13399	Business
2651	13401	Technology
2652	13402	Technology
2653	13404	Film
2654	13407	Business
2655	13427	Football
2656	13430	Technology
2657	13445	Football
2658	13453	Business
2659	13455	Politics
2660	13463	Business
2661	13480	Film
2662	13485	Film
2663	13487	Film
2664	13494	Football
2665	13500	Business
2666	13505	Film
2667	13508	Film
2668	13509	Business
2669	13522	Football
2670	13526	Football
2671	13527	Business
2672	13538	Film
2673	13542	Football
2674	13543	Football
2675	13551	Business
2676	13567	Business
2677	13569	Football
2678	13574	Business
2679	13575	Football
2680	13578	Football
2681	13583	Film
2682	13588	Technology
2683	13590	Politics
2684	13609	Football
2685	13610	Business
2686	13613	Film
2687	13616	Football
2688	13621	Business
2689	13622	Film
2690	13623	Film
2691	13625	Film
2692	13627	Politics
2693	13631	Film
2694	13633	Technology
2695	13634	Film
2696	13643	Business
2697	13647	Technology
2698	13648	Football
2699	13657	Film
2700	13661	Football
2701	13668	Film
2702	13675	Film
2703	13678	Football
2704	13679	Film
2705	13684	Football
2706	13687	Film
2707	13691	Technology
2708	13697	Technology
2709	13701	Football
2710	13709	Technology
2711	13711	Film
2712	13715	Business
2713	13717	Film
2714	13721	Business
2715	13729	Business
2716	13733	Film
2717	13738	Football
2718	13753	Technology
2719	13760	Business
2720	13768	Business
2721	13769	Football
2722	13770	Football
2723	13774	Film
2724	13775	Politics
2725	13776	Technology
2726	13777	Film
2727	13782	Football
2728	13785	Politics
2729	13801	Business
2730	13803	Technology
2731	13807	Technology
2732	13809	Technology
2733	13823	Technology
2734	13826	Technology
2735	13827	Technology
2736	13836	Film
2737	13847	Politics
2738	13849	Technology
2739	13851	Technology
2740	13852	Football
2741	13857	Football
2742	13871	Football
2743	13875	Film
2744	13877	Technology
2745	13879	Film
2746	13890	Football
2747	13897	Technology
2748	13905	Film
2749	13918	Film
2750	13925	Business
2751	13938	Politics
2752	13942	Film
2753	13946	Film
2754	13954	Politics
2755	13957	Film
2756	13958	Politics
2757	13961	Business
2758	13970	Politics
2759	13975	Football
2760	13977	Film
2761	13978	Film
2762	13985	Film
2763	13997	Film
2764	13998	Film
2765	14004	Film
2766	14010	Film
2767	14015	Business
2768	14016	Film
2769	14020	Film
2770	14022	Business
2771	14025	Business
2772	14028	Business
2773	14030	Technology
2774	14038	Film
2775	14045	Film
2776	14054	Politics
2777	14056	Technology
2778	14059	Football
2779	14066	Business
2780	14068	Technology
2781	14071	Film
2782	14076	Business
2783	14077	Business
2784	14082	Football
2785	14095	Business
2786	14105	Film
2787	14108	Film
2788	14113	Film
2789	14116	Politics
2790	14130	Football
2791	14131	Technology
2792	14141	Football
2793	14145	Film
2794	14148	Technology
2795	14152	Technology
2796	14153	Technology
2797	14163	Business
2798	14164	Film
2799	14179	Technology
2800	14182	Business
2801	14184	Business
2802	14196	Film
2803	14199	Film
2804	14200	Business
2805	14209	Technology
2806	14211	Business
2807	14212	Film
2808	14217	Business
2809	14222	Business
2810	14223	Business
2811	14228	Business
2812	14241	Business
2813	14243	Business
2814	14246	Business
2815	14253	Film
2816	14260	Business
2817	14261	Film
2818	14268	Business
2819	14270	Film
2820	14271	Business
2821	14279	Film
2822	14280	Film
2823	14282	Business
2824	14288	Business
2825	14289	Business
2826	14290	Film
2827	14300	Film
2828	14304	Football
2829	14309	Technology
2830	14313	Film
2831	14322	Film
2832	14323	Football
2833	14324	Business
2834	14327	Business
2835	14328	Business
2836	14334	Business
2837	14338	Business
2838	14339	Film
2839	14345	Film
2840	14350	Business
2841	14352	Business
2842	14354	Business
2843	14358	Business
2844	14362	Business
2845	14366	Film
2846	14370	Film
2847	14373	Film
2848	14380	Business
2849	14386	Politics
2850	14387	Football
2851	14388	Business
2852	14391	Football
2853	14395	Football
2854	14398	Film
2855	14411	Business
2856	14419	Film
2857	14422	Film
2858	14424	Film
2859	14425	Football
2860	14430	Film
2861	14431	Film
2862	14432	Football
2863	14434	Technology
2864	14435	Film
2865	14446	Business
2866	14448	Film
2867	14450	Football
2868	14453	Film
2869	14454	Football
2870	14459	Business
2871	14460	Business
2872	14464	Technology
2873	14477	Business
2874	14481	Film
2875	14483	Business
2876	14485	Film
2877	14487	Technology
2878	14488	Technology
2879	14489	Football
2880	14490	Business
2881	14494	Film
2882	14495	Football
2883	14496	Business
2884	14504	Film
2885	14506	Technology
2886	14508	Technology
2887	14514	Film
2888	14516	Technology
2889	14517	Film
2890	14525	Business
2891	14529	Politics
2892	14550	Business
2893	14551	Football
2894	14557	Business
2895	14572	Business
2896	14579	Football
2897	14581	Business
2898	14582	Technology
2899	14588	Business
2900	14592	Business
2901	14594	Film
2902	14595	Film
2903	14597	Business
2904	14602	Football
2905	14604	Business
2906	14609	Film
2907	14616	Business
2908	14618	Business
2909	14621	Business
2910	14622	Business
2911	14624	Politics
2912	14627	Politics
2913	14629	Business
2914	14631	Politics
2915	14632	Business
2916	14633	Business
2917	14643	Technology
2918	14645	Film
2919	14649	Football
2920	14652	Football
2921	14653	Business
2922	14659	Football
2923	14660	Football
2924	14676	Technology
2925	14677	Film
2926	14679	Politics
2927	14683	Politics
2928	14684	Film
2929	14685	Business
2930	14689	Football
2931	14690	Football
2932	14694	Football
2933	14695	Business
2934	14703	Politics
2935	14706	Film
2936	14709	Business
2937	14712	Business
2938	14713	Business
2939	14718	Football
2940	14720	Business
2941	14722	Politics
2942	14730	Business
2943	14737	Business
2944	14740	Business
2945	14742	Business
2946	14743	Business
2947	14746	Football
2948	14748	Business
2949	14750	Technology
2950	14755	Film
2951	14756	Football
2952	14762	Technology
2953	14763	Business
2954	14765	Politics
2955	14766	Film
2956	14773	Business
2957	14774	Politics
2958	14775	Film
2959	14780	Technology
2960	14787	Business
2961	14795	Business
2962	14796	Football
2963	14799	Politics
2964	14801	Business
2965	14803	Business
2966	14807	Business
2967	14813	Politics
2968	14821	Film
2969	14828	Business
2970	14837	Politics
2971	14838	Business
2972	14840	Technology
2973	14841	Film
2974	14850	Business
2975	14855	Business
2976	14856	Film
2977	14859	Football
2978	14863	Politics
2979	14865	Technology
2980	14868	Technology
2981	14879	Film
2982	14885	Technology
2983	14889	Business
2984	14891	Business
2985	14892	Film
2986	14899	Film
2987	14900	Business
2988	14916	Business
2989	14934	Technology
2990	14939	Politics
2991	14940	Football
2992	14941	Film
2993	14953	Business
2994	14965	Politics
2995	14968	Film
2996	14979	Technology
2997	14987	Film
2998	14992	Business
2999	15000	Business
3000	15003	Technology
3001	15013	Film
3002	15018	Film
3003	15026	Business
3004	15027	Politics
3005	15029	Business
3006	15034	Technology
3007	15035	Business
3008	15038	Technology
3009	15041	Film
3010	15052	Football
3011	15054	Football
3012	15055	Politics
3013	15056	Business
3014	15072	Business
3015	15089	Film
3016	15090	Business
3017	15092	Business
3018	15098	Technology
3019	15117	Business
3020	15119	Football
3021	15125	Football
3022	15126	Politics
3023	15129	Business
3024	15139	Film
3025	15143	Film
3026	15154	Film
3027	15170	Film
3028	15174	Business
3029	15178	Business
3030	15179	Film
3031	15183	Football
3032	15184	Film
3033	15186	Business
3034	15200	Business
3035	15201	Business
3036	15221	Football
3037	15224	Football
3038	15225	Technology
3039	15228	Football
3040	15234	Football
3041	15236	Film
3042	15239	Politics
3043	15249	Technology
3044	15251	Film
3045	15256	Film
3046	15260	Business
3047	15264	Politics
3048	15267	Film
3049	15269	Film
3050	15272	Technology
3051	15273	Football
3052	15276	Film
3053	15278	Business
3054	15284	Football
3055	15290	Film
3056	15298	Politics
3057	15299	Technology
3058	15302	Politics
3059	15304	Football
3060	15305	Business
3061	15315	Film
3062	15321	Business
3063	15322	Film
3064	15325	Football
3065	15332	Business
3066	15333	Football
